03848P,國泰金元大03售02
04302P,上銀群益04售01
065456,義隆元富9C購03
070204,宏碁元大02購03
071539,國喬元大04購01
078290,佳世達國票07購01
063804,華邦電兆豐01購01
075499,日月光元大05購03
077251,奇力新元大05購07
079389,TPK元大07購01
2887,台新金
04063P,南電凱基03售05
04505P,台灣50國票04售04
065379,立積元大01購01
068479,帆宣群益01購02
068891,亞德客元大02購03
070100,臺指反元大03購07
073382,欣興統一06購02
075758,泰鼎群益05購01
076169,富邦金元大05購01
077782,大成鋼凱基07購01
2527,宏璟
04770P,玉晶光元富05售03
072557,友達統一05購02
079499,群創凱基07購03
1732,毛寶
04072P,祥碩國票03售01
063145,台表科統一02購01
066158,惠特康和01購01
067613,康舒凱基01購01
05337P,立積元大06售06
062899,鴻海元大9C購04
064080,宏達電中信06購01
064339,大立光元大01購01
065471,和大元大9C購05
066234,群光富邦04購01
066272,聯陽元大01購01
073084,敦陽科永豐04購01
074605,立積元大04購04
077895,聯電凱基06購04
08753P,群創群益01售01
04201P,臺股指群益04售06
067174,嘉澤兆豐01購01
074524,聯發科麥證04購03
078293,立積國票08購01
078439,群創群益09購02
3702A,大聯大甲特
04472P,華通元富07售03
065748,台積電元大01購05
066510,堤維西永豐01購01
075062,智伸科元富0B購01
08876P,台積電中信07售03
6405,悅城
03117P,南電康和01售03
065086,可成元大01購04
070237,群創國票04購01
070978,正隆元大03購02
1203,味王
04350P,聯發科群益04售06
062200,臺指反國票03購01
064456,禾伸堂統一01購01
08955P,台灣50凱基04售09
05067P,鴻海元大05售15
064478,聚陽富邦01購01
075348,正文群益05購01
079321,禾伸堂中信06購01
072446,信錦元大03購01
073868,群創國票08購01
075624,台表科富邦06購01
07679P,台灣50凱基01售10
2419,仲琦
063423,聯詠凱基9C購02
063747,國巨國票9C購06
065845,友達元大9C購12
05081P,國巨富邦06售03
069083,景碩凱基03購01
070200,台達電元大02購05
073422,國揚永豐04購01
078059,國揚元大06購02
078327,台積電康和07購01
08083P,健策元大9C售05
04319P,南亞科元富04售02
066259,聯強元大01購01
073463,喬山元大04購01
075126,欣興凱基06購01
2358,廷鑫
05266P,華新科凱基06售03
05275P,滬深2X元大06售03
065268,嘉澤元大9C購02
065362,華通元大9C購06
068288,長榮航群益01購02
068640,緯創凱基03購01
068831,台積電國泰06購01
073837,國巨元大04購10
074890,嘉晶國票05購02
078905,樺漢元大06購01
08304P,大立光中信02售01
03687P,景碩群益03售03
03722P,臺指反元大05售06
04254P,元金2X富邦07售01
060317,台灣50群益02購01
065368,技嘉元大9C購04
066325,可成永豐01購01
071885,健策麥證03購01
074917,台達化元大05購01
077698,聯電元大06購06
020010,永昌富櫃200N
03049F,恒指麥證02購02
069263,台光電兆豐03購01
073401,旺宏元富0A購02
065480,旭富元大9C購06
07272P,台灣50元大9C售05
076981,世芯元大05購01
2524,京城
061519,T50反1中信03購01
074095,東森永豐04購01
077836,國巨元大06購09
2882,國泰金
03698C,臺股指凱基02牛18
062214,金寶統一01購01
065670,華新科凱基01購02
071923,康舒元大03購01
079500,世芯凱基06購04
079603,中鴻國泰08購01
08076P,國巨群益9C售05
04255P,T50正2永豐04售01
066924,滬深2X國票02購02
071273,臺股指凱基06購02
071964,台光電群益04購01
072531,可成元大03購08
074848,欣興群益04購06
075539,華新科國票06購02
076457,興勤元大05購01
063862,世紀鋼國泰02購01
070254,玉晶光統一02購05
071275,上銀兆豐04購01
074374,玉晶光國票07購04
074698,台積電元富04購02
078017,FBVIX中信09購01
079600,泰鼎元富06購01
2303,聯電
3037,欣興
073638,同欣電永豐04購01
073991,南帝元富08購01
074825,聯發科元富07購15
076992,美食國票06購01
04039P,彩晶康和03售01
05403P,長榮永豐06售06
066607,台郡永豐01購01
069733,玉晶光麥證02購02
069976,鴻海凱基04購03
08068P,宏達電國泰9C售01
8222,寶一
064358,台達電統一01購02
067484,聯詠元大01購07
067829,鎧勝兆豐03購01
071421,台表科兆豐03購03
077108,萬海統一07購04
077824,南紡元大06購02
078134,旺宏群益06購01
078775,可成群益08購02
072436,上緯控凱基03購03
072449,台積電元大03購20
073982,大立光統一06購06
077794,中工凱基08購01
061836,華新科凱基05購01
071986,臺股指統一06購01
073080,堤維西永豐04購01
078201,瀚宇博元大06購01
079694,金像電國票07購03
08606P,聯發科國票9C售05
8427,基勝-KY
04610P,華邦電永豐05售01
05478P,創意群益07售03
064062,創意國泰01購01
065884,智原元富9C購02
069068,全新麥證02購01
073831,大成鋼元大04購01
079489,華邦電凱基06購04
066050,亞光元大01購01
070500,台積電國票03購12
071836,亞聚永豐03購01
074238,瑞昱凱基04購04
075102,為升國票06購01
076761,台玻元大05購01
068675,聯電元富03購01
074903,智伸科統一04購05
075579,聯發科國票06購02
05257P,臺股指群益06售05
066708,嘉澤群益02購01
067982,臺指反元大04購08
071126,台積電統一03購20
073931,日月光元大04購04
077510,華通群益06購01
079608,開發金國泰08購01
057894,華通元富02購02
065327,台表科凱基9C購02
2838,聯邦銀
071693,晶技國票04購02
073227,台達化群益04購01
04015P,台灣50凱基03售10
064722,大立光統一02購03
067695,國產中信05購01
068908,道瓊銀群益02購02
073197,永冠凱基04購01
073210,友達凱基05購02
079455,聯發科元富0C購03
071201,新唐國票04購01
077542,精元國票06購01
079420,致伸永豐06購01
03364P,金像電元大02售05
061282,台積電統一9C購06
069683,奇力新元大02購02
073623,友訊元富0A購01
061372,世紀鋼國泰9C購01
070552,大立光群益03購02
071140,康控元富05購01
077828,新光鋼元大06購01
078307,京鼎兆豐07購01
078549,鴻海永豐06購01
04708P,T50正2永豐05售01
065535,健鼎統一02購03
071153,景碩凱基03購02
077180,嘉晶富邦05購01
077221,國巨凱基09購02
065013,矽創國泰02購01
067096,滬深2X群益01購06
068324,台積電元大01購43
070444,大立光統一04購02
076840,SGBR2X群益05購05
04057P,欣興元富06售01
063215,台表科國票9C購02
073216,群創凱基05購02
078038,世芯凱基06購03
8271,宇瞻
065111,瀚宇博國票01購01
074093,台積電永豐04購02
074631,力成凱基04購02
077340,國巨兆豐05購04
04291P,台灣50群益04售07
068402,群光元富03購01
073967,大立光富邦08購02
075892,貿聯凱基06購01
079497,欣興凱基06購04
020014,元大富櫃200N
3010,華立
069144,國揚永豐02購01
075381,矽創兆豐06購01
078195,可成元大06購02
062197,聯發科中信01購03
075274,可成永豐05購01
077509,中鋼群益06購01
078572,南港元大06購01
066536,漢唐兆豐03購01
068802,台積電群益02購07
069264,聯發科兆豐03購03
069808,精元國票04購01
075086,SP黃豆富邦08購01
076235,富邦金群益07購01
068909,台積電群益02購09
069591,聯電國票02購01
075379,超眾兆豐06購01
05213P,群創凱基06售03
05450P,臺股指國票0A售02
064210,台光電凱基03購01
069974,南電康和02購03
03225P,國巨凱基02售08
03504P,T50反1台新04售01
068810,T50反1元大02購02
070815,友達元大03購03
6449,鈺邦
065749,友訊元大9C購03
073406,萬海元富06購01
062946,祥碩國泰9C購02
065671,大立光凱基9C購07
066803,智原凱基01購02
067976,訊連群益01購01
071988,臺股指統一06購03
076013,道瓊反元大07購02
079535,群創元大09購01
6205,詮欣
04047P,世紀鋼群益03售03
067212,聯發科元大02購02
070678,可成群益03購04
071981,力成國票04購02
077103,聯電統一07購02
08073P,台灣50麥證9C售01
076053,愛普國票08購01
08532P,國巨元富06售02
062057,華邦電統一01購01
064168,南電統一01購01
065565,神隆群益01購01
066550,國泰金元大01購01
075020,國巨元大06購02
077460,國巨國票06購03
077752,南電中信09購01
077837,國巨元大06購10
071114,群創國票05購01
075322,玉晶光元大05購05
067522,上証2X群益02購03
074837,南電元富04購01
078474,圓剛統一08購01
079658,中鋼元大08購01
03519P,臺股指國票02售08
066619,永光凱基01購01
074757,長華永豐04購02
078255,華新科群益06購03
066019,T50反1群益01購03
066461,智伸科統一04購01
073989,亞德客元富08購01
08543P,世芯國票01售02
08762P,南六元大01售03
2912,統一超
03887P,友達凱基03售04
04837P,長榮元大05售01
068360,緯穎凱基01購05
077198,力麗群益05購01
00668,國泰美國道瓊
060177,T50反1元富04購04
064815,台表科元大01購01
078215,聯詠富邦08購01
8481,政伸
065820,瑞祺元富03購01
066676,A50正2兆豐03購01
079522,華邦電元大06購08
1229,聯華
1809,中釉
066827,聯發科群益02購04
069178,臺股指元大02購12
071900,晶技元富07購03
072768,台泥永豐03購01
075547,聯詠群益05購01
075734,台積電國泰07購06
079647,瑞昱凱基06購03
072751,同欣電元大03購03
04196P,臺指2X群益04售01
068941,台光電日盛02購01
069281,泰鼎永豐02購01
073809,大亞統一06購02
076035,巨大元大05購01
077349,中磊群益05購01
067147,台積電統一04購01
075042,景碩國票06購01
03511P,臺股指群益02售16
04670P,奇力新凱基05售03
05387P,臺股指麥證06售05
071456,日月光國泰04購01
04433P,臺股指國票04售15
066011,華通元富01購01
069595,華碩國票03購01
061536,華擎統一9C購02
068740,T50反1群益03購01
070832,聯陽群益05購01
075356,永豐餘國票06購01
078471,南亞科統一07購01
078508,華邦電群益08購01
08591P,台光電凱基9C售02
03247P,聯電元富03售02
04602P,台表科凱基05售02
070131,技嘉統一04購02
079432,長榮航統一08購01
04232P,英業達元富07售01
064244,GIS統一02購01
072726,國揚凱基03購03
075235,志超國票06購01
076394,泰鼎兆豐05購01
062579,華通統一01購02
077802,東鋼元富07購01
078270,旺宏國票07購02
078845,中興電統一08購02
067801,台達電凱基01購03
068159,華擎元大01購08
08605P,聯發科中信9C售06
059499,滬深2X元富9C購07
065745,裕隆元大9C購03
067171,聯發科麥證01購08
067422,微星凱基02購03
073085,京城銀永豐04購01
063729,國巨元大9C購08
073108,華城元富0A購01
076760,中興電元大06購02
068135,S&P反1元大03購01
077567,華邦電元大05購08
078390,旺宏富邦08購01
04613P,上緯控凱基05售02
066640,達麗凱基01購01
073667,聯電麥證04購02
04992P,上緯控群益05售03
066616,創意康和01購01
073446,可成凱基05購01
077205,台積電兆豐06購05
079448,中鋼元富06購01
03845P,台灣50元大06售01
076674,台積電凱基05購11
077437,萬海永豐05購05
04296P,臺股指元大04售27
065570,台光電群益01購01
065796,T50反1群益01購02
067705,遠東新元富01購01
067903,申豐群益01購01
069383,晶技元大02購03
070901,智邦元大03購02
079409,緯穎國泰08購01
00671R,富邦NASDAQ反1
4104,佳醫
067667,台積電元大02購05
068477,嘉聯益群益01購02
069743,華碩永豐02購01
071508,台積電國泰07購02
071784,金像電兆豐05購02
076001,聯發科兆豐07購01
076899,T50反1國票08購02
1735,日勝化
055522,道瓊反群益01購01
067326,世紀鋼元大01購02
069672,聯電元大02購19
073166,元石油國票04購01
8488,吉源-KY
068284,香港反群益01購01
070370,中租國票03購01
071154,智伸科凱基03購01
071649,聯發科國票05購02
072986,T50正2中信07購02
074534,新光金元大04購05
03312P,亞德客元大02售02
059712,滬深2X元大9C購03
068485,台達電元大01購05
071437,矽力元大04購01
04960P,萬海國票06售02
066907,聯發科凱基03購04
075558,鴻海元大06購03
075910,為升元大05購04
079271,亞德客國票07購02
1464,得力
04068P,台積電元大03售19
070428,國巨統一04購01
072575,上銀元富09購01
077369,聯發科元大05購16
077487,世紀鋼國票08購02
08555P,超眾國票01售01
069323,華擎兆豐03購02
070041,技嘉永豐02購01
071097,台積電麥證03購01
071313,彩晶元大03購02
074429,台積電凱基05購03
05371P,華新科凱基06售07
064453,微星統一02購01
065628,台積電國票01購03
071367,國巨群益04購01
070741,台灣50群益03購04
072171,玉晶光永豐03購07
03294P,欣興永豐02售01
067694,聚陽中信03購01
068927,台達電永豐02購01
070076,興勤凱基03購01
078219,聯電永豐06購01
078421,A50正2群益06購01
065568,台積電群益01購04
066857,大立光國票02購02
068250,聯發科元大02購04
070396,力山群益03購01
072170,緯創永豐03購01
2617,台航
066829,奇力新群益01購01
068897,聯詠元大02購03
069020,矽創兆豐03購01
074508,T50反1國票07購03
078794,道瓊銀凱基07購02
04252P,世紀鋼凱基04售05
071155,松翰凱基03購02
077819,SGBR2X元大06購01
078846,亞德客統一07購02
067532,台積電群益01購14
068561,台積電元大01購52
068884,華通統一04購01
072826,祥碩群益05購01
077357,元金2X元大06購01
03485P,智邦永豐02售01
063761,嘉澤統一02購01
065760,和碩元大9C購02
066951,長榮航元大01購01
075011,聯發科兆豐05購04
068265,信錦永豐01購01
069174,南六元大02購02
073325,台橡國票05購01
074957,臺股指凱基04購25
078315,聯電麥證06購02
067729,台灣50元大01購29
070264,國巨元富08購05
074240,可成凱基06購01
075658,超眾群益05購01
1414,東和
065823,臺指反中信03購01
067936,泰碩凱基01購02
076056,聯電統一06購08
076418,GIS統一07購01
078548,聯電永豐06購03
078663,國巨元大06購15
08924P,鴻海元富07售10
05020P,彩晶群益05售01
071995,聯發科元富09購05
073507,聯陽元富0A購01
078538,旺宏國泰08購04
079266,達方元大08購01
066593,奇鋐群益01購01
067320,訊連元大01購01
074421,南六元大04購03
076120,美食永豐05購01
078153,群創中信0A購01
074438,華擎凱基04購01
074667,玉晶光永豐04購07
074846,瑞昱群益05購02
069123,南六群益02購03
069457,欣興麥證02購02
071792,可成群益04購03
075000,國產群益05購01
3046,建碁
067409,巨大永豐01購01
071553,奇鋐元大03購03
075529,台積電國票08購02
076090,美食凱基07購01
077482,南電國票07購02
078034,聯詠凱基06購02
069036,冠德統一03購01
071568,旺宏統一04購03
07597P,臺股指中信01售02
07783P,聯發科富邦9C售03
071594,景碩凱基03購03
076665,台積電元富05購04
078077,南亞科富邦08購01
058865,群創凱基01購01
065693,國巨群益9C購18
065999,燿華國票02購01
067723,國揚凱基01購02
071646,瑞昱國票04購02
075113,欣興群益05購03
08597P,聯發科元大9C售18
2028,威致
063071,華新科富邦02購01
067209,瑞昱元大01購04
067920,玉晶光永豐01購04
069914,南港凱基02購01
078449,聯電中信07購03
078840,京鼎兆豐06購01
3501,維熹
04101P,群臺2X凱基05售01
04596P,聯電元大05售05
068055,鎧勝統一02購02
070535,華新科統一03購01
076675,台積電凱基09購01
077074,喬山元富05購01
05146P,玉晶光元富06售04
067574,臺指反群益01購04
068832,台積電國泰06購02
072876,昇陽半永豐04購01
