03848P,國泰金元大03售02
066636,健策凱基01購02
067046,聯發科凱基04購01
068049,玉晶光統一01購13
076410,和碩統一06購01
077789,台光電凱基06購01
08891P,國巨元大01售11
2429,銘旺科
04781P,臺股指國票09售13
04905P,台積電元大05售14
05379P,國巨兆豐07售01
067370,南亞科統一03購03
069610,緯穎國票03購02
073201,台玻凱基04購01
075445,富邦金麥證05購01
075538,華新科國票06購01
077786,台達電凱基06購02
068980,欣興元大02購06
070409,奇力新元大02購06
076025,大立光元大05購09
2468,華經
068611,臻鼎凱基01購01
073306,台聚群益04購01
075157,玉晶光元大07購04
077247,旺宏元大05購05
078400,友訊永豐06購01
03141P,台灣50國票01售08
068367,聯電富邦03購02
068382,亞德客統一03購01
076987,聯成國票06購01
08968P,台表科元大01售04
05018P,友達群益05售03
05418P,臺股指國票0B售03
068406,同欣電元富07購01
069563,百和康和02購01
069928,聯電統一03購07
070115,欣興元大02購19
076016,台積電元大08購02
077702,國巨元大06購06
079178,開發金富邦08購01
04098P,台灣50凱基04售16
070731,貿聯元大03購02
073092,國揚兆豐04購01
074816,南六統一04購01
05104P,聯發科統一05售08
068577,台積電國泰03購08
069182,台達電麥證02購01
070207,奇力新元大03購01
075760,大成鋼兆豐05購01
079016,中興電元大08購02
066614,貿聯麥證01購01
070394,大立光國票03購01
070469,國產群益03購01
073474,大立光元大04購08
074689,愛普統一06購02
00655L,國泰中國A50正2
075365,上緯控國票07購01
074763,滬深2X凱基04購04
075303,南電麥證05購01
077902,聯發科凱基0C購01
2337,旺宏
6152,百一
05444P,彩晶群益07售02
068307,美律國票03購01
070583,華通凱基02購04
077126,晶豪科群益05購02
078688,美利達元大06購01
079727,和大統一07購02
03828P,上銀元富05售02
05327P,台灣50國票08售03
065065,世芯群益01購01
068885,健鼎統一02購06
071786,慧洋兆豐03購01
071974,群創元大03購08
072684,和大永豐03購01
075139,欣興麥證05購01
076759,SP黃豆元大08購01
03218P,聯電康和02售02
069373,華新元大02購01
071704,康那香國票04購01
071944,神隆國票04購02
04956P,台積電國票07售05
064840,彩晶統一02購01
068789,旺宏凱基04購01
073465,智邦元大04購04
075018,國巨元大05購04
076409,合勤控統一06購02
08842P,京鼎凱基01售03
03050X,元展47
065923,臺指反國票02購03
070219,世紀鋼元大02購03
077727,南電元大07購01
2380,虹光
03330P,牧德群益02售03
073903,道瓊銀群益04購01
079374,華新元大07購01
03578P,創意元富08售04
075032,智易元大05購01
077030,世芯凱基06購02
07813P,台灣50群益9C售03
04092P,台積電國票03售17
065606,可成元大01購05
070787,神基凱基03購02
03879P,臺股指元大04售09
077854,中磊元大07購01
078267,元金2X國票08購03
03914P,台灣50群益03售13
069311,大立光凱基04購01
069363,華擎永豐02購01
070589,美利達凱基02購03
072246,致新國票04購01
073276,漢翔永豐04購01
075487,SGBR2X元大05購02
076741,順德凱基06購01
03415P,臺股指元大03售07
067780,臺指反群益02購03
072801,貿聯國票05購01
072948,台積電國票04購09
073444,友達凱基04購02
03471B,臺股指凱基05熊27
03673P,技嘉國票03售02
063205,貿聯統一9C購01
065478,緯創元大9C購03
066333,晶華永豐01購01
067782,亞德客群益01購04
068840,瑞儀永豐02購01
072882,亞德客群益04購01
077680,富邦金凱基06購01
08698P,可成凱基01售02
00881,國泰台灣5G+
066472,美利達統一02購01
066733,大立光元大01購10
068285,道瓊反群益01購05
072476,京元電永豐03購02
076269,台積電凱基07購04
079473,宏碁兆豐06購01
067604,晶技凱基01購02
079162,嘉晶元大06購03
8016,矽創
03391P,國巨兆豐03售03
078652,中興電元大06購03
04807P,臺股指凱基05售15
069824,百和統一04購01
072444,大立光麥證03購06
072965,旺宏統一04購04
077211,台灣50凱基05購17
065665,鴻海凱基9C購04
070309,燿華中信02購02
072727,大立光凱基05購01
08863P,台積電元大01售25
03108P,台積電元大01售40
066177,上緯控凱基01購01
070867,世紀鋼統一04購03
073587,旺宏凱基04購05
073939,南帝康和04購01
079442,T50反1元富0B購02
05216P,玉晶光元大06售12
05447P,長榮國票07售08
068569,健策元大01購13
069271,聯電永豐02購03
074591,欣陸群益04購02
077479,上緯控國票07購02
077527,國巨凱基05購11
05234P,T50正2中信0C售01
069504,華通永豐02購02
073130,大亞元大04購01
079687,臺股指元大07購09
03457P,欣興凱基02售08
064050,景碩統一01購01
065919,禾伸堂凱基02購01
074266,台積電永豐04購03
075958,創意永豐05購02
079141,華碩元大07購01
079616,緯穎富邦07購01
04997P,世芯國票07售02
070173,台積電永豐02購06
073765,欣興中信05購01
075089,晶豪科富邦07購01
079424,世紀鋼永豐06購01
063200,瑞昱統一9C購01
078907,長榮國泰08購02
079357,聯發科凱基06購11
079579,合勤控國票07購01
076330,聯詠元大06購01
068100,喬山永豐01購01
069975,台化凱基02購01
077084,新日興元富05購01
078027,南亞科凱基08購01
2397,友通
070192,中租群益02購01
072764,智易國泰05購01
073964,欣興國泰08購01
2345,智邦
071503,群創群益05購01
068463,聯發科富邦03購07
074940,SP黃豆凱基07購02
066045,聯發科元大01購08
067415,大成凱基01購01
068870,美利達中信03購01
072545,世紀鋼元大03購08
075497,大立光元大05購07
075772,道瓊反凱基06購02
076627,臺指反元大08購01
2401,凌陽
5007,三星
08896P,台灣50群益01售10
04728P,台積電統一05售09
067769,國巨統一02購04
073753,國巨元富08購10
074322,技嘉元大04購01
075266,立積國泰07購02
077280,南六統一07購01
065423,T50反1凱基02購04
076582,上証2X中信06購01
04625P,台表科群益05售02
071722,台灣50群益03購12
07882P,台灣50凱基01售12
2535,達欣工
057991,健策統一9C購01
070715,華夏元大03購01
076076,台積電麥證05購04
077519,台灣50凱基05購22
065323,聯發科凱基9C購09
073323,台肥國票05購01
073738,聯電統一06購02
059286,S&P正2元富01購03
063098,台灣50群益01購02
064855,聯發科國泰02購01
065254,大成鋼元大9C購01
071934,台苯永豐03購02
072175,矽格永豐03購01
076198,致新元富05購01
078067,彩晶元大06購04
05121P,萬海元大06售02
073820,欣陸元富04購01
075542,日月光國票06購02
078932,亞光永豐06購01
05130P,亞德客元大06售01
066434,台虹元大01購01
068091,華碩群益01購02
073516,台郡國票05購01
075052,欣興統一07購01
076351,華通永豐05購01
076616,訊芯國票06購01
063424,新日興凱基01購01
072773,聯茂兆豐04購01
074245,松翰凱基05購01
075954,大立光永豐05購02
077852,上緯控元大06購01
03669C,滬深2X元富09牛01
04706P,祥碩國泰07售02
065420,中租國票01購01
069310,大立光凱基02購06
072441,台積電麥證03購04
073419,精英永豐04購02
076942,祥碩富邦05購01
078612,亞德客兆豐06購01
08585P,台表科群益9C售04
065734,凌華凱基9C購01
066460,智原統一03購01
066669,華擎凱基02購02
074341,臻鼎群益05購01
077076,宏碁元富05購01
2540,愛山林
063389,大立光兆豐9C購02
075672,達欣工凱基05購01
078983,國巨麥證06購02
079561,華新國票07購01
079591,鴻海元富06購02
062485,華通國泰01購01
067483,禾伸堂元大01購02
070193,彩晶群益04購01
075911,聯電元大06購05
03282P,京元電凱基02售01
066342,上緯控永豐01購01
068232,泰鼎元富04購01
070365,國產國票03購03
071773,康那香元大03購01
072353,世紀鋼群益03購04
072799,玉晶光國票07購01
073531,華新永豐04購01
074686,立積統一09購02
2910,統領
073483,臺股指元大04購28
073922,強茂元大04購04
075707,聯詠元富05購01
078802,全新凱基08購03
8215,明基材
04818P,創意永豐05售03
07220P,台灣50中信03售05
077513,嘉澤群益06購01
04686P,奇力新元大05售03
067790,台表科群益01購03
068164,南電元大01購07
068450,台積電國票01購10
071686,力山國票04購03
074448,奇力新統一06購01
077535,京鼎凱基05購02
064879,健策兆豐01購01
069166,聯詠元大02購04
075530,台積電國票08購03
1474,弘裕
05368P,南亞科兆豐06售02
066618,南六康和01購01
068099,GIS富邦01購01
069060,台積電麥證02購02
070818,神基元大03購03
071663,華邦電永豐03購01
072830,T50正2元大07購01
069416,景碩統一04購01
069662,台達電兆豐03購02
069765,聯電元大02購21
071601,可成兆豐04購02
072435,冠德凱基04購01
07321P,台灣50元大9C售15
074733,敬鵬元大04購02
077915,滬深2X群益07購01
065251,宏達電國泰02購01
065503,燿華永豐9C購04
069505,可成永豐02購01
072672,同欣電元大03購02
073836,台達電元大04購03
074960,聯發科麥證04購04
04851P,臺股指凱基05售21
063258,緯穎國泰9C購01
065834,億豐凱基03購01
067578,SP黃豆群益01購01
075853,滬深2X永豐05購01
076824,廣宇永豐05購02
079325,中鋼群益06購02
066390,鴻海凱基02購03
068359,GIS凱基01購05
068412,欣興台新01購01
068969,台塑化群益02購01
078797,喬山凱基06購01
1325,恆大
063928,可成統一01購02
067407,南六永豐01購03
071029,聯鈞永豐03購01
072666,大立光元大03購12
073864,聯陽國票05購01
078790,國巨康和06購01
03537P,欣興統一02售05
00685L,群益臺灣加權正2
9904,寶成
064990,世紀鋼元大01購01
071047,禾伸堂中信07購01
4551,智伸科
070542,國巨台新02購02
073764,國巨中信04購02
076983,世芯元大05購04
064148,瑞昱統一02購01
070919,和鑫國票04購01
071053,台泥凱基03購01
079676,長榮元大06購12
063210,百和統一9C購01
067227,T50反1群益01購06
079236,大成鋼元大08購01
065193,和大元富03購02
066354,緯穎永豐01購01
070280,技嘉凱基02購03
071331,康控統一03購03
063469,牧德元大9C購02
070093,興勤永豐02購02
070247,智邦統一03購01
073415,元金2X富邦07購02
074789,華邦電統一06購01
078185,為升元大07購01
079332,力成群益07購01
04696P,臺股指凱基05售12
068380,欣興永豐01購05
071057,宏達電凱基03購02
073948,瑞軒凱基04購01
075308,中石化元大06購01
076215,台光電富邦06購01
00707R,元大S&P日圓反1
066976,台達電群益01購01
070422,上銀元富02購01
075029,景碩元大05購01
078498,群創國票07購02
08833P,緯穎群益01售03
2545,皇翔
03796P,喬山國票04售01
03940P,華擎凱基03售03
065864,光寶科群益9C購01
067289,燿華兆豐03購01
067427,奇力新凱基01購01
073441,瑞昱凱基04購03
04798P,臺股指國票06售09
070030,和碩國票03購01
070550,聯發科群益03購07
072146,康控元大03購02
072564,TPK統一04購06
075466,達方群益05購01
05322P,立積凱基06售02
064927,瀚宇博統一02購01
068736,南電元大02購02
073594,玉晶光凱基05購03
073675,國巨凱基05購03
075875,萬海康和05購02
077146,長華凱基05購01
078130,聯電群益06購04
05411P,T50正2元大09售05
064911,光寶科統一02購01
065176,玉晶光元大01購04
065594,華通元大01購02
071050,同欣電中信07購01
072450,台積電元大03購21
076100,台積電群益05購11
078146,長華群益06購01
079390,彩晶元大07購03
3682,亞太電
03030P,玉晶光元大03售01
068444,中磊凱基01購01
071269,玉晶光凱基05購01
072438,啟碁凱基03購03
074069,玉晶光統一06購02
077717,欣興元大07購02
067485,緯創元大01購01
071801,晶豪科國票03購02
072096,晶碩中信04購01
075785,立積凱基07購01
057546,台積電凱基02購01
066901,台虹康和01購01
074163,TPK凱基04購02
070934,S&P反1群益06購01
074327,總太元大04購01
03939P,聯發科元富07售10
04944P,國巨元富05售04
063462,金像電元大9C購01
063594,上銀中信9C購01
068773,T50反1元富08購01
068866,申豐元富05購01
071092,智易群益04購01
074345,華通統一06購02
03056P,台灣50兆豐03售02
069906,智易元大02購01
072074,台積電永豐03購03
074958,旺宏麥證04購01
00752,中信中國50
04253P,國巨國泰06售01
063444,金像電統一03購01
067751,臺股指元大01購15
068506,GIS元大01購07
078761,帆宣國票08購01
08564P,國巨群益9C售15
4912,聯德控股-KY
066454,金像電統一01購03
076057,國揚統一06購01
03054P,宏碁中信03售02
04052P,國泰金國票03售02
069746,景碩永豐02購02
1609,大亞
03976P,上緯控國票03售06
05360P,華新科國票07售01
071056,瑞昱凱基03購02
072289,世紀鋼元大03購06
072491,達欣工國票04購01
072604,臺股指凱基03購23
08676P,泰碩群益04售01
064740,台光電國票01購01
066036,神隆元大02購01
066440,南帝群益01購01
066975,道瓊銀群益01購02
072057,國巨群益04購03
04115P,欣興元大03售12
068125,潤泰新元富07購01
069019,GIS兆豐03購01
08639P,聯發科永豐9C售03
2501,國建
062534,力成統一01購01
063858,鴻海國泰02購01
065466,台表科中信01購03
079743,彩晶統一07購02
03085P,台積電元大01售34
070287,玉晶光凱基03購10
070820,群創元大03購03
073693,台積電元大05購05
075489,永豐餘元大05購01
077248,旺宏元大06購02
078598,旭富元大06購01
03419P,玉晶光群益03售04
04048P,世紀鋼康和04售02
066701,京元電群益01購02
070479,玉晶光國泰04購01
074291,華通兆豐04購01
05995P,T50正2中信9C售01
064703,T50反1國泰01購01
070212,欣興元大02購21
073574,大立光元大07購02
08817P,致新元富01售02
00663L,國泰臺灣加權正2
067441,儒鴻國票02購01
068614,台郡凱基01購04
070642,金寶凱基03購01
071414,矽力群益04購01
072108,景碩兆豐03購01
074439,合勤控凱基05購01
067632,台積電永豐01購03
4137,麗豐-KY
062164,禾伸堂國泰01購01
064383,SP黃豆富邦01購01
069886,道瓊銀元大04購01
07048P,台積電中信03售01
071024,道瓊銀國泰04購01
071342,友達元富09購01
076254,華通國票07購01
078815,立積凱基08購01
2897A,王道銀甲特
6415,矽力-KY
03487P,台積電第一02售01
068404,建準元富04購01
072103,晶碩群益03購01
076246,台塑群益06購01
077001,世芯國票07購01
08961P,大毅凱基01售03
067390,聯詠元富07購02
069830,華新科元富02購01
071683,康那香凱基03購01
072345,祥碩凱基04購01
076989,凌陽國票07購01
08850P,台光電群益01售03
03958P,同欣電國票03售02
05043P,景碩元大05售07
072547,長興國票05購01
076737,台積電凱基07購08
077234,元油反元大05購01
062418,台積電統一01購06
075838,可成元富05購02
05239P,T50正2國票08售05
062882,新日興兆豐9C購01
06922P,元上證群益9C售01
075791,恆大元大05購03
04361P,南六國票05售01
069294,瑞昱中信06購02
070324,貿聯兆豐03購01
073798,鴻海群益04購01
075884,聯電凱基06購01
064429,鴻海凱基03購03
068084,南電凱基02購03
073956,臺股指凱基04購17
074189,為升國泰05購01
079684,晶碩元大06購02
4766,南寶
03427P,聯電元大02售11
063174,臺股指中信01購04
063932,世芯統一01購01
076877,建準元大05購01
079004,可成凱基06購03
04418P,鴻海兆豐05售03
05385P,臺股指群益06售13
064764,聯茂凱基01購01
065231,宏達電凱基01購01
071688,國巨國票05購01
072354,T50反1元大03購05
078899,立積元大07購03
1617,榮星
075444,台積電麥證09購01
075616,元金2X國泰07購01
03463P,宏碁元富08售02
066946,京元電元大01購04
069685,嘉晶元大02購02
071205,臺股指國票03購02
073076,台光電國泰06購01
078956,凌陽群益06購01
066269,宏達電元大01購03
067125,健策富邦03購01
070928,亞光永豐03購01
072934,泰碩元大07購01
073625,聯電台新04購01
065896,智易統一02購01
061173,T50反1凱基04購01
067521,T50反1群益02購04
070102,中石化元大02購02
073647,南電中信05購01
074760,華立康和04購01
074912,敬鵬元富0A購01
08822P,聯發科凱基01售12
1443,立益
03926P,台積電群益03售15
04165P,臺股指凱基03售24
04267P,臺指2X群益04售02
05314P,T50正2國票07售05
063549,國巨國票9C購05
079410,台聚富邦07購01
04952P,台達化國票06售02
05408P,上銀凱基06售03
064822,台達電統一01購03
070087,中興電永豐02購02
072518,聯發科群益03購09
075013,強茂兆豐06購01
1560,中砂
03022X,富展01
04004P,臺股指國票03售05
04109P,國泰金群益03售01
04235P,台積電群益04售04
071277,燿華兆豐04購01
073984,祥碩統一06購02
076900,T50反1國票08購03
060801,滬深2X中信01購01
065641,台積電元大9C購12
066574,康友元大01購01
2614,東森
058975,台灣50凱基01購02
061292,玉晶光統一01購06
065196,技嘉元富06購01
067293,智伸科兆豐03購01
071193,緯穎元大04購01
04237P,晶技群益04售01
067218,鎧勝元大01購04
072562,中信金統一05購01
075607,致茂凱基05購01
075674,臻鼎凱基05購02
03676C,臺股指元大04牛03
064156,大立光統一01購06
065234,旭富凱基01購01
069128,台達電國泰04購01
071355,光磊永豐03購01
075304,T50正2元大08購01
077490,元石油中信08購01
079375,華新元大08購01
08685P,南電凱基01售03
065255,上銀元大01購01
066149,潤泰新群益01購01
068226,聯發科元富04購02
068878,智易凱基02購01
069013,緯創兆豐03購01
070481,亞聚永豐02購01
073943,鴻海凱基05購04
074780,愛普國泰06購01
2204,中華
03855P,群創元富04售03
070491,聯電凱基02購07
03027P,玉晶光元大01售09
058279,FBVIX中信03購03
068315,台灣50元大01購33
070733,致伸元大03購01
070736,玉晶光統一04購02
077685,泰鼎凱基06購01
079158,長榮元大06購07
08865P,欣興元大01售02
062535,台積電麥證02購01
068960,建準群益02購01
069484,聯發科元大02購16
071647,瑞昱國票05購01
072253,南亞科凱基03購02
076393,健策兆豐05購02
076964,華新科群益05購03
04160P,台勝科國票03售01
062998,泰碩國票01購01
067923,台勝科中信01購01
068487,台積電元大01購46
070910,南電元大03購03
071214,大毅統一03購01
073281,大聯大永豐04購01
067115,京鼎群益02購05
067547,儒鴻中信01購01
074955,申豐凱基05購01
03442P,牧德凱基02售04
03518P,臺股指國票02售07
03635P,國巨元大02售12
065046,玉晶光凱基01購03
068080,台表科凱基02購03
069694,鴻海元富08購03
069793,金像電凱基02購05
070361,義隆國票03購01
071149,微星凱基03購02
072249,國喬凱基03購02
072962,聯電統一04購08
079607,富邦金國泰08購01
04693P,台積電兆豐06售01
063930,高鐵統一02購02
074656,瑞昱國泰06購01
063333,同欣電國票9C購01
066805,泰碩凱基02購03
069343,玉晶光群益03購03
069420,樺漢統一03購03
079576,聯發科國票09購02
07962P,聯詠中信05售03
04327P,上銀永豐04售01
04936P,台灣50元大05售14
067615,鈺齊凱基01購01
06770P,台灣50第一9C售01
071034,群創台新03購01
075253,友達元富05購01
2637,慧洋-KY
062510,台積電國票01購01
065538,健鼎統一9C購01
071537,華夏元大04購01
05226P,旺宏群益06售04
05248P,彩晶國票07售03
071821,義隆元大03購05
073371,創意元大04購01
073768,南帝兆豐04購01
078432,南亞科群益06購03
079405,金像電國泰08購01
03639P,力成元大02售02
059928,道瓊銀富邦03購01
071498,友達群益04購02
073045,嘉澤元富07購02
076929,京鼎元富0B購01
068651,聯電元大02購04
03849P,玉晶光元大03售13
065376,京鼎元大9C購02
076634,台積電元大07購04
077562,國巨元大05購20
065974,智原元大01購01
069397,上銀統一04購01
070104,裕隆元大02購01
075895,世紀鋼凱基07購02
079479,臻鼎兆豐07購01
04871P,台積電國泰07售10
076908,光罩國票06購02
076979,宏碁元大05購01
078559,T50正2元大09購01
1582,信錦
05453P,鴻海元富06售03
067120,矽創群益01購01
067453,嘉澤國票02購02
067582,華通群益02購04
073179,達邁國票04購01
075765,聯發科兆豐05購05
063006,道瓊反元大9C購01
064041,國巨統一01購07
076230,台玻群益05購01
078763,南電國票08購02
079195,元金2X群益07購01
2636,台驊投控
067579,道瓊銀群益01購03
073264,台肥永豐04購01
075383,儒鴻永豐05購01
062949,聯發科富邦01購01
066247,中化元大01購02
077529,華邦電凱基05購06
078388,大成鋼富邦08購01
079671,友達元大08購04
020012,富邦行動通訊N
066015,健策元富01購01
073416,聯詠富邦06購01
04362P,大立光中信04售02
064485,儒鴻元大01購01
064535,國產國票01購01
066210,瑞祺統一02購01
066790,健策麥證01購01
069158,精元元大02購02
03436P,瑞昱永豐02售03
065722,緯創兆豐9C購02
065903,聯發科富邦02購02
067176,健策麥證02購02
068616,日月光國票03購01
069024,佳世達國票03購01
069199,聯電元大02購08
070057,玉晶光兆豐03購03
075005,華擎群益05購01
03666P,台積電凱基05售02
04151P,台積電統一03售25
065402,漢唐國泰02購01
065747,華通元大9C購07
069442,長興元富06購01
070782,國巨凱基03購04
077210,力麗康和05購01
04988P,大立光國泰09售01
070607,聯發科統一03購18
067352,美律群益01購01
069970,志超群益04購01
071820,聯發科元大04購01
072399,台勝科國票04購01
075227,友達國票05購03
058003,FBVIX群益9C購02
065689,群創元富9C購04
078495,華新科國票08購03
078759,玉晶光國票09購02
079686,臺股指元大07購08
079759,瑞昱元富07購05
04051P,漢唐國票03售01
071486,帆宣凱基05購01
071798,億光國票03購01
073728,玉晶光國票05購05
076358,長榮群益05購02
067351,國巨群益01購08
068679,T50反1國泰03購02
08707P,台灣50台新01售05
061827,台灣50凱基02購01
071506,義隆麥證03購02
073762,玉晶光元富08購03
079090,可成統一08購01
062221,奇力新統一01購01
067050,京鼎凱基03購01
067335,國產凱基02購02
08016P,臺股指凱基02售02
064216,矽格凱基01購01
064410,超眾凱基02購01
070050,南電永豐02購03
070070,瀚宇博日盛02購01
077365,台積電元大05購30
065390,達新群益9C購02
065736,同欣電凱基9C購05
066934,宏達電國票02購01
068357,富邦金凱基01購01
070114,國產元大03購01
071105,SP黃豆國票04購02
062950,貿聯富邦01購01
065851,京鼎元大02購01
070890,超眾凱基03購01
073188,順德康和04購01
073810,聯發科統一05購06
078971,神達兆豐06購01
079734,台積電統一07購07
08630P,臺股指麥證9C售05
03052P,台灣50第一01售01
04343P,聯電統一04售10
063826,中興電國票01購01
066947,聯發科元大01購15
069722,京元電群益02購01
073458,元石油元大04購03
074269,大毅永豐04購01
074844,華邦電群益04購04
075044,新唐國票06購01
03303P,義隆元富02售01
066838,致新群益02購02
072602,泰鼎凱基03購01
074637,滬深2X國票05購02
078636,元石油凱基09購01
1215,卜蜂
6139,亞翔
03335P,台積電兆豐03售07
03974P,臺股指元大03售20
066685,T50反1元富07購02
069716,T50反1群益02購07
069772,中工元大04購01
074467,祥碩元富06購01
077499,友訊兆豐05購01
08946P,臺股指國票01售03
2022,聚亨
05126P,聯電群益06售03
065337,華通統一01購03
04545P,國巨兆豐05售03
066279,拓凱元大01購01
067791,康舒群益01購01
068917,臺股指群益02購03
069222,金像電群益02購05
072529,義隆元大03購09
079589,華通元富06購03
1463,強盛
060595,台灣50凱基04購04
063419,聯發科凱基03購01
067039,生達凱基01購01
078000,旺宏富邦06購01
070673,華邦電群益03購01
072603,台虹凱基04購01
08699P,南電元大01售05
03176P,台積電兆豐03售05
03315P,聯發科群益02售12
064713,和大統一02購01
067968,大立光群益01購10
069493,玉晶光元大03購10
072080,南電永豐03購03
07585P,台灣50中信03售06
08934P,鴻海元大01售18
05006P,愛普統一06售04
065005,台光電國票01購02
066869,聯發科元富07購02
079022,聯電元大08購02
03743P,南電統一03售05
065990,華擎永豐01購01
074402,台船元大04購01
074411,欣興元大07購01
076577,嘉聯益永豐05購01
077124,台積電群益06購03
078626,長榮群益07購01
078755,金像電國票07購01
066811,致新凱基01購03
067744,神達元大01購02
068446,滬深2X國票03購03
071059,聯陽凱基03購01
074105,彩晶兆豐04購01
08143P,聯發科凱基9C售05
074901,群創統一07購01
065206,旺宏國票01購02
065261,技嘉元大9C購03
069262,惠特凱基02購01
03182P,聯電元大01售08
060871,台灣50中信01購03
067849,瀚宇博元富04購01
073351,炎洲凱基04購01
2514,龍邦
03649P,亞德客國票02售02
04994P,世芯元大05售03
05405P,長榮群益06售06
065562,同欣電麥證9C購04
075140,FBVIX中信07購01
077176,上銀富邦07購01
08665P,鴻海國票02售01
08997P,台積電群益01售17
069590,台船國票03購01
072034,台積電元大04購03
2236,百達-KY
03837P,臺股指中信06售01
04311P,聯電康和04售03
075401,華新科統一07購01
078729,岱宇元富06購01
3679,新至陞
03788P,群創中信09售01
064841,彩晶統一02購02
056375,玉晶光統一01購01
068174,華新科中信01購01
073468,可成元大04購06
078669,旺宏元大06購09
079414,華新永豐06購02
08574P,聯發科凱基02售04
03055F,恒指麥證04購01
04950P,T50正2國票07售04
068583,信邦永豐01購01
071258,滬深2X凱基05購02
071633,麗豐元大03購02
072654,S&P反1元大04購01
072977,聯電元富08購01
077672,旺宏凱基07購01
079278,景碩國票07購02
03509P,臺股指群益02售14
05172P,聯發科群益08售02
068872,台灣50凱基03購05
072770,生達永豐03購01
074836,GIS元富04購01
076074,智易元富05購01
04335P,聯發科麥證04售01
074048,燿華元大04購01
076912,中興電統一06購01
062163,大毅國泰01購01
064408,TPK凱基02購01
064960,世紀鋼凱基03購01
066084,國巨富邦05購01
070626,精元元大03購02
075661,滬深2X國票06購02
076789,國喬國票06購01
077040,世芯國泰07購02
068837,欣興永豐02購02
069361,強茂永豐02購02
074751,南帝永豐04購01
6005,群益證
064520,京鼎群益02購01
071766,上緯控元大03購02
072570,南六統一03購02
075297,臺股指凱基05購09
075446,國泰金麥證05購01
075808,日月光元大05購06
04187P,國巨元大04售06
063797,台積電凱基02購02
067004,義隆永豐01購01
069043,上銀元富08購01
069892,台達電元大02購04
070766,全新永豐03購01
078285,南茂國票07購01
04731P,可成元富05售05
064930,南六統一02購02
066635,敦泰凱基01購01
067165,世紀鋼國票02購02
071743,順德永豐03購01
079218,國巨凱基06購07
08172P,台積電凱基03售02
08641P,台灣50群益9C售08
070434,鴻海凱基03購07
077354,T50正2元大08購08
05105P,中興電元富06售01
066813,亞德客兆豐01購01
069832,華新科元富04購01
072622,聯茂國票04購02
077608,元石油富邦08購01
078392,群創富邦07購01
3033,威健
03235P,宏達電元大02售02
05404P,台積電第一08售01
059399,滬深2X元富9C購03
073611,欣興國票05購01
076387,東鋼兆豐05購01
2363,矽統
063675,亞德客國泰01購01
068169,臺股指元大01購22
069518,正文凱基02購01
075250,上銀元富05購04
076060,聯詠統一07購01
076606,臺股指群益05購13
079081,中鴻群益06購02
065292,緯創群益9C購01
066375,南亞科兆豐01購01
068586,奇力新台新01購01
073826,力成麥證04購01
03302P,聯發科元富02售08
03908P,臺股指凱基03售13
04030P,健策元富04售01
066911,牧德凱基02購01
073399,台積電元富07購31
075577,宏碁國票06購01
6491,晶碩
05027P,台積電元大05售23
063343,美律統一9C購01
069670,聯電元大02購17
074905,同欣電統一04購02
063414,鴻海凱基03購01
071243,晶技永豐03購01
074650,瑞儀國票05購01
2424,隴華
03288P,台灣50元大02售09
05402P,臺股指國票06售19
062773,臺指反元大02購12
064908,世紀鋼群益01購02
071636,台灣50國票03購06
072119,松翰凱基03購03
076355,元金2X中信07購01
076507,科嘉凱基06購01
08928P,漢唐元富07售02
03022P,玉晶光群益02售26
071468,台汽電永豐03購01
04760P,南電群益05售04
059779,滬深2X元大9C購05
062804,玉晶光統一9C購04
066313,泰豐永豐01購01
067245,康控群益01購03
069150,南電永豐02購01
070509,臻鼎國票03購01
073058,聯發科凱基04購04
073487,華城統一06購01
065915,聯發科凱基01購09
066912,盛群凱基01購01
070588,啟碁凱基02購01
071987,臺股指統一06購02
074782,和大統一04購01
072721,正隆凱基03購02
076944,永冠永豐05購01
078830,長榮國票07購05
067353,可成群益02購01
071037,鴻海元富09購02
071526,奇鋐元富09購01
076439,惠特國票07購01
08954P,台灣50凱基04售08
059872,華新科凱基01購01
062679,技嘉統一01購01
067157,惠特統一03購03
067866,可成元大01購09
071334,同欣電統一03購03
079207,台郡麥證06購01
066111,上銀兆豐02購01
070476,強茂國泰04購02
072680,台積電富邦05購04
075196,創意元大05購03
078876,國巨元大07購05
079750,鴻海元富07購18
059929,華新科富邦9C購03
067217,康控元大01購02
075325,京鼎元大05購02
077757,日月光國票07購01
079586,奇力新統一09購01
03741P,欣興元大03售09
04765P,元金2X中信08售02
067703,臺股指國票01購11
069668,臺指反元大03購06
070362,可成國票03購01
074447,聯發科統一06購02
08895P,台灣50元富02售02
059270,台灣50元大01購03
065743,宏達電麥證9C購02
067332,旺宏凱基03購02
078398,聯電永豐06購02
064239,群創統一02購01
073756,美律元富0A購01
074379,鈺齊國票05購01
077177,聯電富邦06購03
077494,SGBR2X中信08購02
069122,聯茂群益02購01
074713,力成群益04購01
077123,聯電群益05購04
078030,華新科凱基06購02
08900P,聯發科群益01售07
065759,TPK元大9C購05
069714,和鑫國票03購01
073270,正新永豐04購01
076708,美律永豐05購01
077121,T50反1群益07購01
079594,智邦元富07購01
2881,富邦金
03481P,欣興群益02售08
04397P,智邦國票05售01
065477,健鼎元大9C購03
065654,台表科元大9C購12
066542,臺指反元大04購02
067906,國揚國泰02購01
071487,啟碁凱基03購02
073011,華邦電元大04購01
073857,玉晶光元大06購03
078999,光罩凱基08購01
065445,台光電統一01購05
